network_family,industry,shock_attribute,supplier_count,alternative_supplier_count,port_count,alternative_port_count,factory_count,warehouse_count,distribution_center_count,network_depth,network_edge_count,network_node_count,supplier_concentration,port_dependency,single_point_of_failure,average_route_distance_km,critical_route_distance_km,alternate_route_distance_km,average_supplier_reliability,minimum_supplier_reliability,average_supplier_availability,average_capacity_utilization,maximum_capacity_utilization,factory_capacity_utilization,warehouse_capacity_utilization,inventory_days,safety_stock_days,shock_type_encoded,shock_severity,shock_duration_days,affected_node_importance,affected_capacity_change_pct,affected_availability_change_pct,affected_congestion_change_pct,affected_supply_percent,affected_production_percent,additional_transit_days,additional_transport_cost_pct,alternate_route_available,alternate_route_count,alternate_route_delay_days,alternate_route_cost_increase_pct,rerouted_supply_percent,usd_inr,crude_price,commodity_price,inflation_rate,freight_index,cost_impact_pct,delay_days,risk_score
consumer_goods_mumbai,Consumer Goods,congestion,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,1130.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,0.0,0.485,30.53,0.6,33.93,24.24,48.47,4.17,48.47,3.92,59.58,1.0,3.0,3.92,59.58,49.82,80.92,71.04,116.88,6.09,104.94,39.15,3.8,40.3
electronics_bengaluru,Electronics,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,3.0,0.856,9.48,0.92,72.78,85.63,34.25,42.81,50.72,4.06,29.97,0.0,0.0,4.06,29.97,0.0,85.77,81.27,108.74,5.71,95.13,23.74,4.9,50.1
synth_12,Food Processing,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,14.33,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,84.8,78.25,95.05,5.85,123.63,2.03,0.1,3.9
synth_31,Plastics,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.0,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.73,93.56,87.48,6.0,121.42,3.63,0.3,3.7
synth_7,Chemicals,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.3,2.0,0.5,0.0,0.0,0.0,0.0,3.34,3.0,50.19,1.0,1.0,3.0,50.19,44.74,81.46,94.6,99.54,6.31,132.81,29.84,3.0,32.4
synth_5,Chemicals,severity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,573.23,1146.47,1146.47,0.93,0.93,0.876,80.44,83.03,83.03,80.44,10.93,8.86,0.0,0.193,19.91,0.6,19.35,19.35,9.67,19.35,19.35,1.93,6.77,0.0,0.0,1.93,6.77,0.0,83.47,82.32,110.65,4.24,142.9,9.05,3.2,28.6
pharma_gujarat,Pharmaceuticals,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,80.0,0.0,309.17,1025.0,715.0,0.935,0.92,0.95,72.6,82.0,82.0,74.0,27.5,10.0,0.0,0.392,59.57,0.6,33.36,39.25,15.7,0.0,39.25,0.0,0.0,1.0,3.0,0.0,0.0,56.07,85.83,75.88,112.29,5.47,140.12,15.07,0.1,20.0
synth_2,Textiles,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,64.97,0.0,0.0,480.97,1024.87,1024.87,0.82,0.79,0.883,72.0,82.0,82.0,70.0,20.8,7.33,0.0,0.0,2.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,15.77,83.53,79.65,102.73,6.52,116.66,2.48,0.3,3.0
consumer_goods_mumbai,Consumer Goods,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,1.0,0.625,44.66,0.6,62.53,50.03,37.52,18.78,62.53,0.0,0.0,1.0,3.0,0.0,0.0,62.49,81.94,81.0,95.32,6.32,122.47,18.34,0.9,34.1
pharma_gujarat,Pharmaceuticals,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,80.0,0.0,309.17,1025.0,1025.0,0.935,0.92,0.95,72.6,82.0,82.0,74.0,27.5,10.0,2.0,0.0,4.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,82.09,77.3,93.3,4.22,97.77,0.5,0.0,3.0
automotive_chennai,Automotive,availability,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,4.0,0.26,46.47,0.6,22.1,26.0,10.4,13.0,26.0,6.04,9.1,0.0,0.0,6.04,9.1,0.0,83.23,81.77,106.88,5.86,118.67,9.68,7.8,38.0
synth_26,Heavy Machinery,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.01,0.0,0.0,494.32,699.05,699.05,0.844,0.792,0.883,72.0,82.0,82.0,70.0,18.99,7.33,4.0,0.0,14.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,82.31,104.62,105.01,6.88,129.96,5.59,0.0,7.5
synth_14,Aerospace,transit_time_days,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.13,0.0,0.0,523.46,1153.49,1153.49,0.845,0.794,0.883,72.0,82.0,82.0,70.0,22.06,7.33,3.0,0.0,6.02,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.82,75.89,100.71,5.96,108.08,0.5,0.0,3.0
synth_22,Construction,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,61.09,0.0,0.0,412.2,1039.8,1193.55,0.875,0.783,0.883,72.0,82.0,82.0,70.0,20.65,7.33,2.0,0.043,56.4,0.5,3.0,2.14,4.29,0.0,4.29,1.06,11.98,1.0,3.0,1.06,11.98,49.25,82.03,94.52,95.5,4.59,119.49,9.21,1.6,13.3
synth_29,Plastics,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,0.0,0.0,60.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.14,87.17,108.96,5.56,119.43,3.94,-0.0,8.6
synth_30,Plastics,reliability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1536.37,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,0.0,0.705,44.88,0.6,59.94,70.51,28.2,4.38,70.51,0.0,0.0,1.0,4.0,0.0,0.0,10.04,84.36,83.35,107.54,4.4,105.2,15.79,0.0,23.1
synth_6,Chemicals,transit_time_days,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,43.79,0.0,0.0,542.96,1434.29,1169.84,0.834,0.795,0.883,72.0,82.0,82.0,70.0,18.18,7.33,0.0,0.0,9.24,0.6,0.0,0.0,0.0,0.0,0.0,1.0,12.73,1.0,4.0,1.0,12.73,42.93,83.16,86.13,100.89,5.83,102.75,6.11,1.4,9.8
synth_26,Heavy Machinery,transit_time_days,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.01,0.0,0.0,494.32,699.05,699.05,0.844,0.792,0.883,72.0,82.0,82.0,70.0,18.99,7.33,0.0,0.0,22.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.81,79.98,103.63,5.61,103.76,2.37,0.0,3.0
electronics_hyderabad,Electronics,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,75.0,0.0,1519.29,5255.0,5255.0,0.91,0.88,0.935,72.0,82.0,82.0,70.0,20.0,7.0,1.0,0.317,30.37,0.6,26.94,31.69,12.68,0.0,31.69,0.0,0.0,1.0,2.0,0.0,0.0,22.23,83.06,88.19,103.57,5.01,111.1,8.05,0.0,11.6
synth_4,Textiles,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,2.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,80.86,81.79,91.92,5.9,88.63,0.94,0.0,4.0
synth_30,Plastics,transit_time_days,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1536.37,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,0.0,0.0,8.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.63,93.27,108.92,4.91,122.29,3.14,0.0,4.5
industrial_equipment_coimbatore,Industrial Equipment,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,75.0,0.0,279.17,785.0,785.0,0.935,0.92,0.945,72.8,84.0,84.0,76.0,26.0,8.5,0.0,0.0,18.85,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,35.0,84.27,74.54,104.55,5.5,135.14,2.21,0.0,5.5
synth_7,Chemicals,availability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.85,29.95,0.6,72.25,85.0,34.0,34.91,85.0,3.0,20.14,1.0,1.0,3.0,20.14,49.17,79.37,98.07,100.02,5.26,177.26,35.53,3.8,53.5
synth_29,Plastics,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,0.0,0.372,2.0,0.6,26.04,18.6,37.2,37.2,4.13,0.48,22.32,0.0,0.0,0.48,22.32,0.0,84.39,90.86,107.88,5.48,106.05,13.72,2.0,32.5
synth_11,Food Processing,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.0,43.44,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.37,95.89,93.97,6.51,127.81,5.22,0.0,9.8
synth_13,Aerospace,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,0.0,0.458,6.63,1.0,45.78,36.62,27.47,22.89,16.85,1.52,16.02,0.0,0.0,1.52,16.02,0.0,85.51,83.55,104.36,5.34,146.74,14.34,2.9,31.1
electronics_bengaluru,Electronics,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,1.0,0.216,45.62,0.6,21.6,17.28,12.96,0.0,21.6,0.0,0.0,1.0,2.0,0.0,0.0,18.49,82.96,89.84,99.67,3.86,140.08,8.29,0.0,13.4
synth_32,Plastics,severity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1140.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.717,8.15,0.6,71.74,71.74,35.87,22.29,32.49,0.5,8.57,1.0,4.0,0.5,8.57,48.68,85.12,73.92,103.62,4.82,144.27,17.7,0.0,26.3
synth_28,Heavy Machinery,congestion,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.367,32.82,0.6,25.67,18.33,36.67,18.33,36.67,7.82,22.0,0.0,0.0,7.82,22.0,0.0,81.72,87.06,96.8,6.29,75.0,17.38,8.8,40.9
synth_5,Chemicals,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,573.23,1146.47,1146.47,0.93,0.93,0.876,80.44,83.03,83.03,80.44,10.93,8.86,0.0,0.0,55.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45,71.12,103.67,6.09,126.54,2.25,0.6,8.2
synth_15,Aerospace,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.0,58.68,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.63,71.45,106.76,4.72,140.94,2.05,0.0,6.2
synth_21,Construction,availability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,591.07,1182.14,1182.14,0.88,0.88,0.956,78.34,86.52,70.15,78.34,20.21,7.34,2.0,0.0,59.86,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.39,85.64,108.81,4.26,131.69,4.43,0.0,8.2
synth_27,Heavy Machinery,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.63,48.07,0.6,62.98,50.38,37.79,62.98,62.98,15.14,22.04,0.0,0.0,15.14,22.04,0.0,85.5,99.87,104.59,5.73,128.0,26.12,23.8,80.5
synth_13,Aerospace,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,0.0,0.376,44.79,0.6,31.92,37.55,15.02,37.55,37.55,8.41,13.14,0.0,0.0,8.41,13.14,0.0,85.2,79.82,100.02,4.42,128.01,14.7,12.8,61.3
synth_27,Heavy Machinery,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,5.0,0.714,4.31,0.75,50.01,35.72,71.44,35.72,17.12,2.0,42.87,0.0,0.0,2.0,42.87,0.0,83.72,93.06,106.82,7.07,139.66,27.18,4.6,47.7
automotive_pune,Automotive,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,1.0,0.577,45.73,0.6,57.7,57.7,28.85,2.67,57.7,0.0,0.0,1.0,3.0,0.0,0.0,11.97,80.87,74.58,101.35,6.23,103.63,11.43,0.2,20.7
synth_15,Aerospace,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.677,29.22,1.0,57.56,67.72,27.09,33.86,67.72,9.9,23.7,0.0,0.0,9.9,23.7,0.0,81.81,83.23,105.45,5.56,108.73,24.79,13.9,63.6
synth_13,Aerospace,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,0.0,0.589,22.56,1.0,41.26,29.47,58.94,29.47,58.94,8.64,35.36,0.0,0.0,8.64,35.36,0.0,80.83,99.68,109.96,4.97,150.24,32.29,11.2,68.9
automotive_chennai,Automotive,transit_time_days,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,2.0,0.016,2.0,0.5,0.63,0.63,0.94,0.78,0.17,0.24,1.02,0.0,0.0,0.24,1.02,0.0,84.27,87.15,96.5,5.38,162.07,6.87,0.4,8.2
synth_14,Aerospace,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.13,0.0,0.0,523.46,1153.49,1153.49,0.845,0.794,0.883,72.0,82.0,82.0,70.0,22.06,7.33,0.0,0.476,4.95,1.0,47.57,38.06,28.54,23.78,13.09,1.18,16.65,0.0,0.0,1.18,16.65,0.0,79.92,84.48,104.46,5.94,135.23,12.84,1.5,24.8
electronics_bengaluru,Electronics,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,65.0,80.0,0.0,1386.43,4505.0,4505.0,0.93,0.91,0.95,75.0,85.0,85.0,78.0,18.0,6.0,3.0,0.438,21.09,0.92,43.77,43.77,21.88,21.88,43.77,4.61,15.32,0.0,0.0,4.61,15.32,0.0,82.27,74.18,102.73,5.06,99.86,13.48,4.8,33.1
synth_4,Textiles,transport_cost,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.0,57.72,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,35.0,85.6,71.95,105.37,4.13,149.73,4.18,0.0,9.3
synth_27,Heavy Machinery,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.18,60.32,0.6,17.99,17.99,9.0,17.99,17.99,5.43,6.3,0.0,0.0,5.43,6.3,0.0,83.85,86.67,101.57,5.84,121.14,9.05,7.6,35.4
synth_16,Aerospace,reliability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,59.87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,84.28,93.05,96.27,4.36,105.37,2.67,0.0,8.3
synth_6,Chemicals,severity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,43.79,0.0,0.0,542.96,1434.29,1169.84,0.834,0.795,0.883,72.0,82.0,82.0,70.0,18.18,7.33,0.0,0.614,5.91,0.6,61.41,61.41,30.7,9.51,20.18,1.0,12.73,1.0,4.0,1.0,12.73,33.7,85.61,70.4,93.65,6.07,88.72,13.95,0.6,19.6
automotive_pune,Automotive,transport_cost,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,1.0,0.0,2.52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,15.0,82.3,91.44,95.91,4.79,109.61,2.2,0.5,3.0
automotive_chennai,Automotive,transit_time_days,2.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,60.0,85.0,1.0,2198.57,920.0,920.0,0.94,0.92,0.925,80.2,88.0,88.0,82.0,13.5,4.5,2.0,0.051,26.41,0.5,2.04,2.04,3.06,0.0,5.11,0.71,1.53,1.0,2.0,0.71,1.53,49.11,83.7,70.48,101.33,4.68,101.82,3.15,1.1,10.0
synth_13,Aerospace,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,3.0,0.644,4.49,0.9,54.71,64.36,25.74,32.18,23.45,1.44,22.53,0.0,0.0,1.44,22.53,0.0,84.08,93.81,87.29,5.38,169.69,19.93,3.4,42.3
synth_8,Chemicals,reliability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.603,46.44,0.6,51.29,60.34,24.14,7.31,60.34,0.0,0.0,1.0,4.0,0.0,0.0,27.61,82.96,65.0,94.8,5.09,119.79,12.85,0.3,22.4
synth_20,Energy,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1240.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.212,63.15,0.5,8.49,8.49,12.74,0.0,21.23,3.97,22.08,1.0,4.0,3.97,22.08,46.28,86.91,69.59,91.64,6.24,168.01,21.17,4.3,32.8
synth_30,Plastics,reliability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1536.37,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,2.0,0.0,59.37,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,80.84,84.95,99.84,6.57,85.24,1.66,0.4,5.8
synth_18,Energy,availability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,67.89,0.0,0.0,593.38,1526.99,1468.99,0.884,0.854,0.883,72.0,82.0,82.0,70.0,19.0,7.33,0.0,0.348,29.41,0.6,29.6,34.82,13.93,0.0,34.82,1.0,12.73,1.0,4.0,1.0,12.73,59.62,84.49,77.61,104.67,4.96,118.99,15.78,1.7,20.8
synth_11,Food Processing,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.452,17.36,0.6,38.46,45.25,18.1,0.95,43.63,0.0,0.0,1.0,1.0,0.0,0.0,25.25,84.22,67.36,113.17,4.61,143.34,12.25,0.7,18.9
industrial_equipment_ahmedabad,Industrial Equipment,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,3.0,0.328,46.75,0.93,27.9,32.82,13.13,16.41,32.82,7.67,11.49,0.0,0.0,7.67,11.49,0.0,82.07,65.92,106.18,6.72,130.28,11.27,8.5,30.3
industrial_equipment_ahmedabad,Industrial Equipment,congestion,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,4.0,0.703,8.4,0.6,49.24,35.17,70.35,35.17,19.71,3.84,42.21,0.0,0.0,3.84,42.21,0.0,83.44,90.08,97.97,5.67,83.53,24.63,5.0,42.6
synth_29,Plastics,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,3.0,0.0,27.96,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.79,90.08,103.34,4.74,153.32,4.61,0.6,8.3
synth_7,Chemicals,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.112,60.29,0.6,11.15,11.15,5.58,0.0,11.15,3.0,20.14,1.0,1.0,3.0,20.14,67.27,83.79,65.0,96.78,4.19,109.08,12.55,2.7,20.5
synth_7,Chemicals,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.079,44.33,0.5,3.18,3.18,4.77,0.0,7.94,4.11,22.52,1.0,1.0,4.11,22.52,48.61,81.15,78.97,100.77,4.7,107.33,13.38,4.3,23.6
synth_23,Construction,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.645,3.67,0.6,45.12,32.23,64.45,64.45,13.13,1.54,38.67,0.0,0.0,1.54,38.67,0.0,81.02,79.59,97.76,4.03,115.56,20.11,3.8,49.0
synth_17,Energy,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,0.0,0.756,45.09,1.0,52.92,37.8,75.6,37.8,75.6,22.16,45.36,0.0,0.0,22.16,45.36,0.0,79.37,88.64,95.94,5.88,129.11,36.35,26.2,73.7
synth_13,Aerospace,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,570.49,1140.99,1140.99,0.922,0.922,0.95,72.37,77.89,77.89,72.37,12.32,10.9,2.0,0.0,22.46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,66.15,93.07,4.87,119.89,2.1,0.0,7.4
automotive_pune,Automotive,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,595.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,2.0,0.0,44.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,50.0,81.36,87.79,105.78,4.76,137.7,3.42,0.1,8.4
synth_8,Chemicals,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.0,3.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79,81.85,98.81,6.16,109.1,2.68,0.0,3.0
