industry,import_dependency,supplier_concentration,major_suppliers_count,alternative_suppliers_count,avg_lead_time_days,inventory_days,safety_stock_days,monthly_procurement_lakhs,port_dependency,road_dependency,transport_mode,primary_port,shock_type,duration_days,severity_pct,crude_price_change_pct,usd_inr_change_pct,freight_index_change_pct,commodity_price_change_pct,inflation_rate_pct,port_congestion_pct,road_congestion_pct,transport_delay_days,cost_impact_pct,lead_time_impact_days,risk_score
Textiles,37.3,86.5,4,2,15.8,37.3,12.6,130.4,41.7,53.5,Road,Cochin Port,Cyclone Alert & Coastal Freight Halt,37.0,35.0,-1.51,2.29,24.57,7.64,6.08,80.8,24.8,4.1,8.99,7.6,36.0
Textiles,20.6,53.9,4,1,10.4,25.2,12.9,392.3,42.8,54.6,Rail,Mundra (Gujarat),Import Tariff & Trade Restriction,16.0,66.1,3.25,2.77,25.23,31.9,4.57,33.2,39.4,3.3,15.39,5.6,43.4
Engineering,58.6,56.1,4,1,17.5,25.1,6.7,1454.7,26.7,46.6,Road,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,4.74,0.61,0.3,0.84,6.36,21.2,27.4,0.0,1.23,0.2,16.2
Steel & Metallurgy,23.8,72.9,3,4,18.6,26.4,9.1,138.5,28.3,55.0,Sea,Mundra (Gujarat),Crude Oil Surge & Fuel Surcharge,6.0,94.7,58.09,2.92,18.94,1.45,4.59,34.6,56.6,1.6,12.29,3.9,35.1
Electronics,72.1,28.2,7,3,12.3,9.5,3.6,15.2,1.8,44.9,Rail,Hazira (Surat),None (Normal Baseline),0.0,0.0,3.4,0.18,7.97,0.38,4.92,17.3,29.4,0.4,0.0,0.3,16.9
FMCG,47.8,61.8,7,5,7.2,18.5,7.5,1059.1,27.4,39.0,Road,Visakhapatnam,Currency Depreciation (USD/INR Spike),12.0,33.5,4.42,4.08,9.65,6.5,5.99,39.8,30.1,2.7,5.47,3.1,25.7
Textiles,33.5,74.2,3,5,8.7,36.6,14.1,59.3,26.3,35.5,Road,JNPT (Navi Mumbai),Global Container Shortage,43.0,64.0,5.12,1.39,108.67,6.45,6.51,49.0,35.1,2.9,11.04,5.6,39.2
Electronics,34.6,78.0,4,1,21.2,28.8,12.9,14.8,85.3,61.7,Sea,Cochin Port,Crude Oil Surge & Fuel Surcharge,29.0,43.4,37.66,1.67,4.31,5.35,5.16,35.3,37.7,3.2,13.13,7.5,43.8
Automotive,42.3,53.3,3,0,13.0,6.0,2.0,43.8,50.8,84.2,Sea,Kolkata & Haldia,Global Container Shortage,29.0,78.7,12.97,2.44,68.69,5.49,7.06,57.5,44.5,3.3,17.4,10.0,80.6
FMCG,40.7,65.1,6,5,4.0,25.8,13.5,17.6,45.4,76.0,Road,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),32.0,48.2,3.08,6.02,-3.01,8.23,6.95,46.7,38.6,2.9,8.1,6.8,37.3
Electronics,84.3,52.8,8,2,19.6,17.7,8.3,50.9,69.8,31.4,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,3.82,0.52,-4.72,1.02,5.99,23.0,34.1,0.5,0.54,0.6,24.4
Electronics,98.0,79.2,2,3,19.3,13.4,3.7,32.0,75.3,55.9,Road,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,0.08,0.27,0.36,-1.15,4.68,21.7,31.5,0.8,0.11,0.6,28.5
Chemicals,49.7,37.1,4,4,19.4,25.3,7.0,492.0,45.1,78.7,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,-2.96,-1.03,-3.39,5.52,4.8,17.8,28.0,0.7,0.73,0.1,19.0
FMCG,25.7,22.5,3,4,17.7,17.0,8.2,35.7,0.2,76.3,Multimodal,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,25.0,75.5,16.26,3.61,21.68,27.35,4.91,44.3,27.9,2.1,14.96,4.1,42.2
Engineering,56.9,45.6,3,3,19.5,32.1,11.8,98.3,43.7,83.9,Rail,Chennai Port,Import Tariff & Trade Restriction,6.0,38.8,9.37,0.19,18.03,5.3,5.18,24.5,25.6,1.6,5.43,3.0,21.4
Steel & Metallurgy,31.2,37.9,4,1,25.6,47.2,18.4,682.9,49.3,77.3,Road,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-2.45,0.94,-6.19,-0.83,4.3,17.2,31.1,0.6,0.7,0.6,17.3
Pharmaceuticals,87.3,79.3,5,2,13.4,37.9,12.0,179.0,75.9,74.5,Multimodal,Hazira (Surat),Import Tariff & Trade Restriction,18.0,48.5,16.49,1.88,10.9,13.18,4.44,53.3,55.1,2.4,13.89,7.8,42.6
FMCG,22.7,41.5,4,3,4.0,15.5,5.6,93.4,1.6,53.6,Road,Chennai Port,Global Container Shortage,44.0,94.1,12.34,3.1,108.96,3.98,4.21,57.0,23.5,2.2,6.83,2.7,37.9
Chemicals,47.5,63.3,1,3,12.9,51.4,24.0,171.9,97.5,80.3,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,0.69,-1.06,1.15,1.23,5.29,23.0,31.0,0.0,0.23,0.4,24.3
Steel & Metallurgy,16.4,71.3,4,2,21.5,29.7,13.3,24.2,56.4,52.7,Road,Chennai Port,Import Tariff & Trade Restriction,14.0,40.8,-2.93,0.03,17.48,15.85,4.75,44.6,33.0,2.1,6.9,4.7,28.8
FMCG,5.0,60.2,3,3,4.0,19.9,7.9,22.4,7.7,62.2,Road,Kolkata & Haldia,Global Container Shortage,38.0,78.4,10.19,3.48,87.75,-4.34,5.73,38.8,31.2,1.0,4.33,1.5,27.3
Textiles,44.6,30.8,1,4,9.7,31.5,15.0,226.2,47.4,57.4,Multimodal,Kolkata & Haldia,Critical Raw Material Shortage,36.0,67.4,10.31,1.65,23.21,42.68,5.44,32.0,40.5,1.1,20.68,4.1,46.6
Engineering,50.8,56.3,4,1,22.5,22.3,8.1,2405.8,42.0,62.7,Road,Cochin Port,Monsoon Flooding & Highway Blockade,12.0,39.2,10.83,-0.73,17.51,0.97,6.74,38.5,75.4,4.3,5.54,6.6,32.1
Steel & Metallurgy,31.7,23.8,5,2,15.4,40.1,18.4,26.8,27.0,62.0,Road,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,9.0,55.9,38.65,0.54,6.93,3.17,6.79,42.9,51.4,1.5,9.01,4.4,28.1
Chemicals,59.5,15.0,8,1,24.9,19.6,10.3,42.0,42.2,57.6,Rail,Chennai Port,Labor Union Agitation,9.0,91.0,-1.05,2.02,12.71,10.02,5.94,51.0,47.3,5.5,8.6,11.8,50.1
Engineering,42.6,34.2,4,2,14.7,33.6,10.3,19.4,62.3,73.4,Road,JNPT (Navi Mumbai),Crude Oil Surge & Fuel Surcharge,16.0,76.6,41.8,2.26,7.77,14.27,6.92,51.5,39.2,2.0,17.46,7.2,46.1
Automotive,25.0,56.7,9,3,11.6,26.6,8.9,197.1,49.2,51.4,Multimodal,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-0.89,1.18,-3.85,-1.06,4.54,23.3,28.2,0.7,0.49,0.5,17.1
Electronics,86.8,81.4,1,2,35.8,36.2,16.5,16.3,99.0,39.3,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,36.0,87.0,47.79,1.94,23.33,4.07,5.64,37.3,51.2,2.7,18.65,13.6,61.5
Textiles,8.3,62.2,1,2,11.6,35.1,14.4,52.0,42.3,41.1,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,32.0,34.6,29.94,1.34,19.18,3.13,4.94,49.2,42.9,1.2,7.15,3.6,25.4
Textiles,46.7,88.0,3,0,7.9,37.4,13.3,13.0,43.1,59.3,Sea,Kolkata & Haldia,Import Tariff & Trade Restriction,11.0,33.2,0.51,3.61,4.04,8.92,6.07,40.2,27.6,1.9,6.95,3.3,28.9
Pharmaceuticals,53.1,50.0,4,2,37.3,37.9,13.5,2907.1,87.7,69.5,Sea,Hazira (Surat),None (Normal Baseline),0.0,0.0,-0.21,-1.84,-1.42,1.03,4.69,19.7,33.5,0.9,0.59,0.5,16.8
Engineering,18.4,51.3,4,0,24.1,16.1,4.6,147.3,63.5,71.7,Road,JNPT (Navi Mumbai),Cyclone Alert & Coastal Freight Halt,22.0,44.2,2.85,2.51,6.48,-2.38,5.5,58.8,23.5,2.1,5.08,5.3,36.8
FMCG,18.8,59.1,4,5,10.0,20.6,9.5,101.8,37.2,66.3,Road,Chennai Port,Monsoon Flooding & Highway Blockade,23.0,29.3,4.58,1.07,-12.4,6.93,6.34,54.2,40.0,3.1,5.25,4.9,29.8
Electronics,79.3,50.5,2,1,22.2,22.4,9.4,1942.9,99.0,41.7,Sea,Chennai Port,None (Normal Baseline),0.0,0.0,2.39,-0.28,-0.09,-1.02,4.87,26.0,40.9,0.0,0.11,0.4,23.6
Engineering,29.9,86.6,3,3,26.3,17.2,4.6,163.0,49.0,60.4,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,1.31,0.62,-1.8,5.22,3.96,30.8,36.5,1.8,0.0,0.8,14.9
Pharmaceuticals,78.5,62.2,5,1,19.7,29.3,7.8,165.3,50.4,63.9,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),14.0,28.3,2.61,4.34,10.28,13.52,6.41,18.2,37.0,0.9,9.61,2.9,29.6
Electronics,51.9,54.6,1,1,27.1,8.9,3.2,557.9,90.6,84.2,Air,Cochin Port,Crude Oil Surge & Fuel Surcharge,16.0,70.2,42.69,-1.84,13.21,6.87,4.92,19.9,52.0,3.4,16.28,8.7,77.3
Chemicals,42.4,35.3,4,1,26.7,31.4,13.7,447.1,49.2,37.3,Rail,Kolkata & Haldia,Global Container Shortage,8.0,59.5,-2.37,2.17,85.82,10.89,6.22,45.0,31.4,5.7,13.11,8.0,39.6
Chemicals,43.5,66.6,7,3,9.0,34.7,13.5,488.3,20.9,47.8,Road,Cochin Port,Currency Depreciation (USD/INR Spike),20.0,93.7,12.46,8.53,3.25,-8.82,6.13,21.3,22.8,2.5,9.32,4.6,31.2
Electronics,52.6,50.0,2,1,17.0,15.1,7.9,622.2,79.3,68.7,Multimodal,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,-0.17,0.35,-5.6,0.2,5.97,24.6,37.6,1.0,0.92,0.1,22.1
Electronics,74.9,50.9,3,0,26.6,15.5,5.4,362.7,97.4,80.3,Sea,Hazira (Surat),Import Tariff & Trade Restriction,35.0,89.8,8.19,2.83,28.12,16.34,6.91,51.7,55.5,0.5,21.81,13.6,81.9
Automotive,71.6,40.8,3,0,5.4,10.6,3.0,14.5,33.5,53.2,Air,Hazira (Surat),Major Port Congestion & Strike,37.0,41.8,8.99,4.23,42.55,8.76,6.58,73.6,63.4,5.5,14.74,9.4,72.9
Textiles,26.5,28.2,3,0,6.4,26.8,11.3,89.2,31.4,50.3,Road,Cochin Port,Global Container Shortage,32.0,41.0,8.25,-0.12,62.01,10.69,6.11,36.4,29.7,1.9,9.15,3.1,31.8
Engineering,48.7,68.5,1,1,16.8,34.4,15.6,1368.9,0.0,50.9,Sea,Mundra (Gujarat),Major Port Congestion & Strike,28.0,30.6,6.46,2.85,24.42,10.68,4.91,76.7,28.0,5.4,9.05,5.7,30.4
FMCG,5.8,55.6,1,3,4.0,11.4,4.0,183.6,27.8,80.0,Sea,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,6.3,-0.27,4.12,0.14,6.73,21.0,40.3,0.4,0.03,0.7,15.5
Textiles,15.8,40.1,3,1,7.6,20.3,8.4,697.8,61.1,60.8,Sea,Hazira (Surat),Labor Union Agitation,31.0,33.4,4.94,2.72,16.46,-3.01,5.38,41.3,41.0,6.0,7.01,8.4,39.0
Textiles,13.1,49.9,3,6,22.5,37.7,16.7,14.0,0.0,76.5,Sea,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,2.7,1.1,-0.92,-3.77,5.2,16.5,17.6,0.2,2.21,0.4,12.6
Pharmaceuticals,89.3,70.1,2,2,23.5,45.9,22.0,10.7,77.0,51.8,Sea,Cochin Port,Critical Raw Material Shortage,16.0,40.4,15.1,-0.65,-3.48,34.34,6.58,45.3,28.3,5.1,16.66,8.8,43.4
Pharmaceuticals,60.2,72.0,2,0,32.8,38.5,18.3,15.7,66.6,68.6,Air,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,32.0,92.5,0.68,0.11,33.66,2.91,7.47,86.8,32.9,3.0,12.72,15.7,50.6
Engineering,43.7,84.4,2,3,33.2,29.0,11.7,1594.9,26.3,91.6,Sea,Hazira (Surat),Global Container Shortage,21.0,53.3,-0.86,2.92,99.71,5.0,7.2,45.0,26.3,2.2,8.61,5.2,34.7
Pharmaceuticals,58.6,59.2,3,1,23.6,23.1,8.1,582.4,42.6,65.7,Sea,Visakhapatnam,Global Container Shortage,34.0,41.4,16.81,2.42,81.28,4.5,5.44,44.8,36.7,2.1,13.8,5.5,42.9
Electronics,95.5,70.2,4,0,20.0,26.1,12.4,412.8,53.5,65.4,Road,Kolkata & Haldia,Import Tariff & Trade Restriction,32.0,74.1,3.6,4.64,16.64,22.17,6.97,22.4,31.7,3.2,19.13,9.2,59.1
Steel & Metallurgy,20.9,61.1,1,2,25.0,20.6,8.8,552.8,24.1,64.3,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-7.32,0.07,3.05,-3.8,6.32,25.2,37.5,1.2,0.48,0.2,21.9
FMCG,40.8,15.0,3,3,4.0,5.0,2.0,709.8,13.3,67.2,Rail,Mundra (Gujarat),Labor Union Agitation,44.0,51.9,16.02,2.28,9.55,4.59,5.51,55.5,43.7,3.8,9.36,6.1,65.3
Pharmaceuticals,68.1,77.7,6,1,38.6,41.5,22.8,2604.2,63.5,69.8,Multimodal,Kolkata & Haldia,Major Port Congestion & Strike,10.0,33.4,3.89,4.1,34.7,8.26,6.59,68.5,43.5,5.2,11.67,9.0,37.1
FMCG,44.3,76.8,1,8,4.0,22.4,5.7,41.9,57.5,62.7,Road,Hazira (Surat),Crude Oil Surge & Fuel Surcharge,22.0,90.0,46.74,3.3,8.0,-3.69,5.44,32.6,59.4,0.5,12.21,4.2,39.7
Chemicals,62.0,82.9,4,2,16.8,29.7,7.8,30.9,44.0,84.9,Sea,Kolkata & Haldia,Critical Raw Material Shortage,31.0,79.6,2.36,2.56,11.81,63.86,5.68,38.2,34.8,2.9,29.68,8.0,63.4
Electronics,77.1,39.4,2,0,18.5,15.1,6.7,13.7,58.0,70.8,Sea,Visakhapatnam,None (Normal Baseline),0.0,0.0,2.77,0.54,4.68,-0.03,4.37,20.7,25.4,0.6,0.61,0.0,24.1
Textiles,35.1,15.7,1,4,7.9,20.5,9.6,11.0,50.0,56.9,Sea,Visakhapatnam,Labor Union Agitation,21.0,85.9,2.29,2.7,18.17,4.25,4.68,72.1,50.8,4.7,8.03,10.4,42.1
Steel & Metallurgy,39.8,23.9,1,2,18.5,18.7,7.4,58.6,46.5,45.1,Rail,Visakhapatnam,None (Normal Baseline),0.0,0.0,-4.39,1.36,2.04,1.98,6.03,17.0,25.5,0.0,3.63,0.7,13.7
Chemicals,77.8,47.9,5,2,12.6,30.7,11.7,419.2,68.8,52.3,Rail,Chennai Port,Global Container Shortage,12.0,31.1,9.73,1.35,65.65,7.42,4.48,45.0,57.5,3.2,12.73,5.6,36.6
Textiles,53.0,54.9,4,2,15.8,29.0,11.0,2760.4,36.8,61.4,Rail,Hazira (Surat),Import Tariff & Trade Restriction,12.0,38.2,3.15,5.71,5.35,17.39,5.16,35.3,36.0,3.5,10.16,5.4,31.6
FMCG,5.0,58.3,4,5,4.0,21.7,6.2,84.5,29.3,87.3,Sea,Mundra (Gujarat),Global Container Shortage,36.0,58.6,13.87,2.95,85.3,7.75,6.93,42.7,52.9,4.3,13.57,6.7,44.0
Chemicals,38.4,47.2,1,5,7.3,17.4,4.4,2030.1,65.5,78.8,Road,Cochin Port,Cyclone Alert & Coastal Freight Halt,41.0,64.6,6.59,0.31,35.39,5.22,4.46,67.1,40.2,2.0,11.29,9.2,52.8
Chemicals,65.4,84.3,2,1,18.8,21.0,11.4,421.8,60.1,33.2,Rail,Hazira (Surat),None (Normal Baseline),0.0,0.0,0.36,-2.37,-2.68,-6.2,4.09,25.3,29.3,0.8,1.74,0.6,21.3
Automotive,49.2,46.9,1,2,17.5,8.0,3.6,2309.2,30.4,48.3,Sea,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,15.0,49.3,-4.27,1.7,29.81,1.79,5.26,76.2,36.0,0.5,4.12,4.1,42.0
Textiles,32.5,67.6,4,4,12.9,37.8,15.8,20.5,55.7,54.2,Sea,Chennai Port,Currency Depreciation (USD/INR Spike),34.0,73.9,0.68,6.24,10.52,3.05,7.32,28.5,41.7,2.9,7.67,6.1,32.7
Steel & Metallurgy,14.8,43.3,5,2,13.9,26.9,13.4,47.1,72.0,70.5,Road,Chennai Port,Monsoon Flooding & Highway Blockade,18.0,62.9,13.78,3.17,-1.11,7.37,3.83,45.3,69.5,7.8,11.44,12.1,43.4
Pharmaceuticals,71.0,18.1,4,3,27.5,24.6,13.2,303.1,58.3,79.8,Sea,Kolkata & Haldia,Global Container Shortage,43.0,85.9,11.87,3.45,105.96,9.14,6.47,59.8,25.7,2.7,27.12,12.4,71.4
Steel & Metallurgy,7.7,24.6,2,1,9.8,21.8,11.4,1530.9,35.3,86.6,Road,Kolkata & Haldia,Monsoon Flooding & Highway Blockade,20.0,56.5,10.17,1.97,14.36,4.46,5.27,40.6,81.3,9.2,10.5,12.9,48.2
FMCG,14.8,35.8,2,5,7.4,26.5,9.5,1143.5,0.0,95.0,Multimodal,Visakhapatnam,Critical Raw Material Shortage,9.0,25.4,3.31,1.79,9.3,28.91,6.24,25.5,41.0,1.9,9.28,3.1,22.8
Engineering,49.4,47.1,3,3,27.0,29.0,9.7,34.0,22.7,79.1,Sea,JNPT (Navi Mumbai),Major Port Congestion & Strike,19.0,76.6,7.02,1.34,58.34,7.27,6.49,79.7,55.3,8.8,12.62,14.5,47.6
Pharmaceuticals,23.9,59.3,2,3,25.6,36.6,12.7,62.0,66.2,66.5,Sea,JNPT (Navi Mumbai),Labor Union Agitation,6.0,53.1,-2.94,2.36,-1.97,8.62,4.32,28.3,52.4,4.2,6.33,6.6,26.1
FMCG,11.9,15.0,4,5,11.0,18.2,7.0,82.1,24.6,73.3,Road,Hazira (Surat),Labor Union Agitation,11.0,86.1,7.08,1.06,3.36,7.97,5.59,81.5,57.9,4.1,7.12,8.0,37.0
Pharmaceuticals,50.8,40.5,4,1,23.4,29.7,14.3,594.8,83.9,70.9,Road,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,30.0,49.4,8.21,1.94,5.31,4.54,7.57,15.0,76.5,7.5,9.03,10.7,41.3
Textiles,25.7,31.1,5,5,23.9,22.1,8.1,76.9,42.0,96.4,Road,Kolkata & Haldia,Crude Oil Surge & Fuel Surcharge,11.0,25.4,28.49,4.12,5.08,4.65,6.5,22.7,48.1,5.3,11.6,6.0,33.9
Electronics,57.4,72.4,3,0,10.0,36.8,19.0,742.4,73.3,65.3,Sea,Cochin Port,Import Tariff & Trade Restriction,17.0,55.8,5.26,2.6,24.24,19.25,5.72,50.3,32.5,2.0,15.0,6.2,44.6
Chemicals,37.7,59.9,1,2,8.0,25.8,7.1,663.1,89.8,92.7,Sea,Chennai Port,None (Normal Baseline),0.0,0.0,1.31,-0.25,-1.98,0.26,5.0,31.9,24.5,0.3,1.76,0.2,22.9
Textiles,20.8,32.6,1,4,11.5,28.8,9.1,25.4,49.1,90.2,Road,Chennai Port,Critical Raw Material Shortage,9.0,72.2,4.8,3.43,18.58,35.63,5.61,35.2,50.6,4.4,16.85,7.5,40.3
Automotive,37.7,43.6,6,4,12.1,5.2,2.0,562.7,36.7,85.3,Road,Cochin Port,None (Normal Baseline),0.0,0.0,-1.35,1.67,-6.58,-1.04,6.82,21.7,27.6,1.4,1.48,0.5,24.3
FMCG,10.4,36.2,1,4,5.7,28.3,12.4,2702.5,16.0,66.4,Road,Hazira (Surat),Crude Oil Surge & Fuel Surcharge,18.0,65.4,44.92,3.4,-1.93,-6.37,6.65,39.6,32.7,2.9,9.03,4.4,28.7
Chemicals,54.7,58.5,3,2,7.4,30.7,12.3,144.1,80.8,13.2,Road,Chennai Port,Major Port Congestion & Strike,32.0,66.6,5.29,0.78,57.06,1.23,5.62,67.5,41.2,5.2,14.89,11.3,51.3
FMCG,5.0,74.5,5,3,11.1,34.8,12.8,192.5,44.0,37.8,Road,Visakhapatnam,Monsoon Flooding & Highway Blockade,21.0,38.1,18.0,2.96,7.07,9.64,5.21,40.9,78.1,4.3,8.88,6.3,27.7
Textiles,31.6,52.2,2,3,10.8,49.7,15.3,2928.1,29.5,75.6,Road,Chennai Port,None (Normal Baseline),0.0,0.0,-1.26,0.73,5.42,-3.54,5.0,21.7,30.2,1.1,1.86,0.0,15.9
Pharmaceuticals,64.9,24.1,3,1,33.8,37.9,19.3,545.0,49.3,36.6,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-1.26,-0.42,3.32,-4.49,6.19,32.4,29.7,0.3,1.78,0.4,18.6
Steel & Metallurgy,40.4,17.1,3,2,13.6,22.3,8.0,166.8,54.0,81.1,Road,Mundra (Gujarat),Major Port Congestion & Strike,22.0,77.3,12.75,2.16,66.47,6.47,6.13,79.0,49.4,4.1,15.74,10.6,54.3
Steel & Metallurgy,35.9,50.7,1,1,12.6,13.9,4.2,355.6,35.7,54.7,Air,Cochin Port,Cyclone Alert & Coastal Freight Halt,8.0,43.3,5.12,3.16,12.57,8.97,4.93,75.0,49.1,3.5,7.8,5.8,39.1
Chemicals,74.0,82.0,2,2,10.3,35.4,15.2,184.9,67.6,75.1,Road,Visakhapatnam,Currency Depreciation (USD/INR Spike),14.0,31.0,0.4,4.88,15.5,12.41,7.2,46.9,33.3,3.8,11.66,6.2,36.6
Automotive,32.1,84.5,6,2,15.3,16.2,4.3,2952.1,57.4,77.4,Road,Chennai Port,Global Container Shortage,21.0,69.6,8.99,3.78,79.75,8.44,4.64,40.9,38.0,3.2,16.73,7.4,57.3
Automotive,50.0,76.5,3,1,6.8,13.5,6.3,90.2,54.2,38.4,Sea,Visakhapatnam,None (Normal Baseline),0.0,0.0,1.33,0.02,-3.77,-1.16,5.65,25.0,25.8,1.3,0.59,0.6,25.5
Pharmaceuticals,64.4,42.5,6,2,36.4,34.2,15.6,954.8,43.4,42.2,Road,Cochin Port,Labor Union Agitation,26.0,67.0,5.85,1.29,-8.42,0.58,4.38,59.6,54.5,4.3,5.79,10.2,35.9
Pharmaceuticals,43.4,36.9,5,5,22.3,18.9,5.2,76.8,68.7,66.6,Multimodal,Visakhapatnam,Cyclone Alert & Coastal Freight Halt,41.0,64.2,19.95,2.65,33.41,7.31,5.65,85.2,40.6,3.6,18.18,13.5,68.5
Pharmaceuticals,76.7,85.1,4,0,28.9,24.7,8.1,29.6,99.0,50.4,Road,Mundra (Gujarat),Import Tariff & Trade Restriction,34.0,44.7,-1.25,4.25,34.96,24.33,4.99,15.0,45.7,0.9,20.69,5.9,57.3
FMCG,33.4,66.3,3,2,11.6,21.1,9.3,444.6,15.1,86.3,Road,Mundra (Gujarat),Monsoon Flooding & Highway Blockade,42.0,88.1,3.03,2.68,25.38,0.89,6.57,36.0,85.1,6.7,7.34,11.2,48.4
Automotive,58.9,80.9,6,1,12.2,18.1,8.5,64.7,50.3,74.3,Road,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,8.0,45.7,9.78,3.17,20.92,-2.08,6.38,80.7,41.8,2.0,8.43,5.4,37.7
Electronics,41.2,65.9,6,2,15.5,15.1,4.8,790.8,76.2,47.3,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),23.0,70.8,8.86,7.9,27.06,1.61,5.3,42.2,48.5,3.6,12.85,8.5,58.4
Automotive,69.1,50.3,4,3,17.7,28.1,10.1,34.2,63.8,87.6,Road,Cochin Port,Monsoon Flooding & Highway Blockade,19.0,25.3,6.85,2.86,15.96,5.09,8.28,44.9,51.8,2.7,8.92,6.4,31.4
Engineering,47.7,70.6,1,2,27.2,16.9,8.9,1935.6,50.4,73.1,Road,Mundra (Gujarat),Major Port Congestion & Strike,22.0,25.3,1.74,2.06,34.91,1.15,4.93,49.3,59.3,3.5,7.06,6.2,36.9
Pharmaceuticals,80.5,47.9,5,3,32.9,23.1,7.4,1904.5,79.1,67.5,Road,Chennai Port,None (Normal Baseline),0.0,0.0,2.01,-0.51,-0.28,-1.28,4.83,16.2,30.7,1.3,1.25,0.4,22.5
Steel & Metallurgy,34.0,30.4,2,2,9.8,34.9,17.0,21.8,29.8,26.0,Road,Mundra (Gujarat),Crude Oil Surge & Fuel Surcharge,16.0,89.9,44.43,6.23,1.35,-7.12,6.14,48.0,26.4,3.5,8.82,6.0,31.5
Steel & Metallurgy,40.1,66.1,2,2,16.7,22.6,11.5,862.4,4.9,56.7,Sea,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,22.0,50.2,32.04,0.99,7.65,9.94,5.49,23.2,44.2,2.2,9.47,4.3,35.8
Automotive,35.2,73.5,3,1,15.4,13.4,6.9,1979.8,54.4,69.7,Road,Visakhapatnam,Import Tariff & Trade Restriction,11.0,53.3,6.43,1.3,12.01,11.53,5.06,34.8,15.0,1.9,7.66,3.8,36.9
FMCG,11.6,20.5,7,6,8.3,14.5,4.9,75.7,18.0,49.5,Road,Chennai Port,None (Normal Baseline),0.0,0.0,1.69,0.88,5.2,0.16,4.73,26.1,32.6,0.9,1.51,0.4,7.4
Engineering,60.8,65.7,4,3,15.0,33.6,9.8,246.1,15.5,67.5,Road,Cochin Port,Labor Union Agitation,40.0,57.2,2.48,-0.66,-10.29,0.79,7.44,68.5,52.3,5.1,4.22,8.2,30.9
Electronics,86.9,57.0,2,0,17.2,5.0,2.7,2537.6,66.9,80.3,Multimodal,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,28.0,26.2,7.49,1.4,-2.47,12.02,6.72,35.0,57.0,7.1,10.87,9.1,65.5
Automotive,41.0,46.4,3,3,13.2,8.6,3.5,753.1,31.9,48.8,Road,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,17.0,48.4,3.29,1.58,25.55,3.84,6.72,77.3,24.6,4.3,6.19,6.4,48.9
Electronics,66.4,51.4,1,3,14.8,23.7,11.7,400.3,82.8,45.3,Rail,JNPT (Navi Mumbai),Major Port Congestion & Strike,31.0,53.3,2.75,-1.9,55.48,6.68,7.06,55.5,51.1,6.5,15.75,13.0,59.6
Textiles,6.3,41.0,2,2,9.1,29.4,12.4,54.6,26.4,76.0,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,0.17,1.54,-1.6,3.05,4.91,24.0,27.2,1.0,1.98,0.4,5.0
Steel & Metallurgy,38.9,63.0,2,7,4.0,26.7,6.8,221.1,46.7,40.7,Road,Hazira (Surat),Labor Union Agitation,13.0,51.4,-1.06,1.7,1.07,1.4,7.1,53.5,63.4,4.6,4.0,7.4,28.3
Electronics,78.4,50.0,4,2,16.4,25.6,7.7,288.2,84.5,47.8,Road,Chennai Port,Critical Raw Material Shortage,35.0,67.2,11.93,1.9,-2.47,71.24,6.06,43.5,56.2,2.4,31.71,9.7,64.8
Automotive,48.0,48.8,2,1,13.1,26.7,14.0,901.2,64.0,56.4,Road,Mundra (Gujarat),Monsoon Flooding & Highway Blockade,41.0,48.1,11.08,2.48,-1.36,-0.94,7.9,40.6,60.8,8.2,10.61,12.5,48.7
Steel & Metallurgy,35.3,67.9,4,4,19.6,39.4,10.7,299.2,36.6,72.5,Air,Kolkata & Haldia,Import Tariff & Trade Restriction,5.0,86.7,7.35,1.53,32.68,18.56,4.82,41.3,38.2,2.8,11.73,6.1,37.0
